OrderID,CustomerName,ProductCategory,Price,Quantity,Discount,OrderDate
1425,eve,electronics,481.24,10,0.0,2026-01-18 16:00:00
1426,FRANK,home,178.38,7,0.15,2026-01-18 17:00:00
1427,charlie,electronics,360.98,1,,2026-01-18 18:00:00
1428,BOB,TOYS,138.46,2,0.15,2026-01-18 19:00:00
1429,FRANK,Sports,303.72,2,0.1,2026-01-18 20:00:00
1430,alice,TOYS,140.61,1,0.1,2026-01-18 21:00:00
1431,eve,electronics,86.82,10,,2026-01-18 22:00:00
1432,David,Clothing,272.15,3,0.2,2026-01-18 23:00:00
1433,charlie,Sports,376.0,8,0.1,2026-01-19 00:00:00
1434,David,Sports,243.21,7,0.1,2026-01-19 01:00:00
1435,BOB,TOYS,340.54,5,0.1,2026-01-19 02:00:00
1436,eve,Sports,228.04,1,0.0,2026-01-19 03:00:00
1437,David,home,336.19,8,0.0,2026-01-19 04:00:00
1438,BOB,Sports,283.61,2,,2026-01-19 05:00:00
1439,BOB,Sports,494.08,7,0.1,2026-01-19 06:00:00
1440,eve,Clothing,386.56,4,0.1,2026-01-19 07:00:00
1441,charlie,Sports,101.91,6,0.2,2026-01-19 08:00:00
1442,FRANK,electronics,397.35,7,0.1,2026-01-19 09:00:00
1443,FRANK,home,332.73,8,0.15,2026-01-19 10:00:00
1444,FRANK,TOYS,457.21,5,0.15,2026-01-19 11:00:00
1445,charlie,TOYS,342.11,5,0.15,2026-01-19 12:00:00
1446,eve,electronics,415.28,5,0.0,2026-01-19 13:00:00
1447,alice,electronics,130.14,2,,2026-01-19 14:00:00
1448,FRANK,electronics,363.85,6,0.2,2026-01-19 15:00:00
1449,eve,TOYS,32.18,8,0.15,2026-01-19 16:00:00
1450,eve,Clothing,67.2,10,0.15,2026-01-19 17:00:00
1451,alice,TOYS,235.74,1,,2026-01-19 18:00:00
1452,David,electronics,226.98,5,0.2,2026-01-19 19:00:00
1453,eve,electronics,337.28,2,0.0,2026-01-19 20:00:00
1454,charlie,home,396.98,9,0.15,2026-01-19 21:00:00
1455,FRANK,electronics,437.35,2,,2026-01-19 22:00:00
1456,BOB,Clothing,307.68,2,0.2,2026-01-19 23:00:00
1457,alice,Clothing,162.81,7,0.1,2026-01-20 00:00:00
1458,BOB,TOYS,153.48,6,0.15,2026-01-20 01:00:00
1459,FRANK,Clothing,195.97,8,0.15,2026-01-20 02:00:00
1460,David,TOYS,186.09,3,0.15,2026-01-20 03:00:00
1461,charlie,home,140.36,7,,2026-01-20 04:00:00
1462,alice,Sports,364.62,2,0.15,2026-01-20 05:00:00
1463,FRANK,Sports,196.85,3,0.1,2026-01-20 06:00:00
1464,alice,home,116.91,2,,2026-01-20 07:00:00
1465,alice,electronics,414.32,9,0.2,2026-01-20 08:00:00
1466,alice,TOYS,457.65,7,0.0,2026-01-20 09:00:00
1467,eve,TOYS,459.64,8,,2026-01-20 10:00:00
1468,David,electronics,246.45,1,0.0,2026-01-20 11:00:00
1469,FRANK,Clothing,247.97,6,0.0,2026-01-20 12:00:00
1470,David,Sports,373.3,9,0.0,2026-01-20 13:00:00
1471,David,electronics,254.39,3,0.2,2026-01-20 14:00:00
1472,alice,TOYS,201.31,1,0.0,2026-01-20 15:00:00
1473,FRANK,electronics,416.28,1,0.2,2026-01-20 16:00:00
1474,David,electronics,50.72,4,0.1,2026-01-20 17:00:00
1475,charlie,TOYS,483.23,9,0.15,2026-01-20 18:00:00
1476,alice,electronics,271.21,4,,2026-01-20 19:00:00
1477,David,electronics,478.34,5,0.15,2026-01-20 20:00:00
1478,alice,TOYS,287.1,1,0.15,2026-01-20 21:00:00
1479,eve,electronics,49.63,9,,2026-01-20 22:00:00
1480,BOB,Clothing,369.24,8,0.0,2026-01-20 23:00:00
1481,alice,Sports,306.59,6,,2026-01-21 00:00:00
1482,David,Clothing,277.15,2,0.0,2026-01-21 01:00:00
1483,David,TOYS,496.93,10,0.2,2026-01-21 02:00:00
1484,eve,electronics,128.96,2,0.1,2026-01-21 03:00:00
1485,alice,home,281.62,2,0.2,2026-01-21 04:00:00
1486,BOB,electronics,294.24,8,0.2,2026-01-21 05:00:00
1487,David,TOYS,290.93,10,0.2,2026-01-21 06:00:00
1488,eve,Clothing,241.15,1,0.1,2026-01-21 07:00:00
1489,eve,electronics,245.01,4,,2026-01-21 08:00:00
1490,FRANK,electronics,389.77,1,0.15,2026-01-21 09:00:00
1491,FRANK,Sports,43.17,3,,2026-01-21 10:00:00
1492,alice,Sports,360.39,4,0.2,2026-01-21 11:00:00
1493,FRANK,TOYS,469.42,5,0.0,2026-01-21 12:00:00
1494,charlie,TOYS,257.93,8,0.1,2026-01-21 13:00:00
1495,BOB,electronics,435.19,8,0.2,2026-01-21 14:00:00
1496,alice,electronics,228.53,2,0.15,2026-01-21 15:00:00
1497,FRANK,electronics,426.31,9,0.15,2026-01-21 16:00:00
1498,eve,Sports,43.65,7,0.1,2026-01-21 17:00:00
1499,charlie,Clothing,221.41,5,,2026-01-21 18:00:00
1500,eve,electronics,135.01,5,0.1,2026-01-21 19:00:00
